,Target
226346,0
138387,0
299985,0
227058,0
69698,0
281560,0
69442,0
126576,0
285097,0
124350,0
160996,0
227440,0
161718,0
4695,0
10768,0
182008,0
201551,0
118903,0
181513,0
213095,0
218873,0
105137,0
118269,0
224098,0
7528,0
35120,0
44877,0
71699,0
130653,0
48135,0
126986,0
293847,0
120333,0
221910,1
142400,0
240454,0
2324,0
298245,0
176900,0
150504,0
156892,0
303046,0
264401,1
1445,0
276371,1
140001,0
113274,0
224137,0
220034,0
136503,1
273415,0
146436,1
278982,0
292769,0
298069,0
70466,0
249178,0
231906,0
25175,0
43777,0
51321,0
141759,0
42939,0
300163,0
162988,0
36818,0
32577,0
13998,1
95029,0
266859,0
42,1
47442,0
54843,0
42516,0
98907,0
54076,0
107155,0
138048,0
280257,0
86514,0
104568,0
273194,0
226672,0
257340,0
163385,0
288049,0
261942,0
78121,0
92015,0
23017,0
289212,0
207428,0
286508,0
220568,0
136108,0
155247,0
29549,0
252925,0
199701,0
59800,0
43578,0
258591,0
257208,0
12162,0
188181,0
232716,1
202562,0
166725,1
92690,0
110445,0
258234,0
298890,0
154110,0
278873,0
163495,0
46559,0
206514,0
253446,0
233387,0
112759,0
82470,0
104785,0
140091,0
150181,0
91918,0
143709,0
274601,0
114821,0
242763,0
97341,0
97324,0
95391,0
228327,0
90119,0
32840,1
25756,0
230531,1
49090,0
125776,1
46175,0
110532,0
224256,0
87754,0
117861,1
68239,0
59975,0
142997,0
246546,0
209321,0
189792,1
30780,0
86821,1
306154,0
272348,0
234691,0
106145,0
142230,0
151411,0
300784,0
214434,0
47709,0
284449,0
247213,0
144688,0
254201,0
204943,0
80801,0
106009,0
49830,0
285608,0
36813,1
106870,0
41574,0
235207,0
1404,0
216143,0
37880,0
301056,0
220924,0
238386,0
285117,0
281917,0
142129,0
224307,0
179972,0
15923,0
173172,0
4248,1
64060,0
180057,1
177751,0
129368,0
20207,0
214812,0
202060,0
254312,1
187461,0
36073,0
42466,0
231017,0
43871,0
44242,0
271435,0
207555,0
135659,0
167030,0
234323,0
76866,0
17054,0
145674,0
100732,0
21566,0
135900,0
65412,0
114830,0
184852,0
225382,0
16434,0
202896,0
270010,0
76200,0
246379,0
242050,0
166761,0
121867,0
57950,0
73323,1
5278,0
80272,0
18161,0
82044,0
77833,0
29420,0
7972,0
282803,0
129187,1
283257,0
75784,0
270059,0
63259,0
92934,0
64611,0
24321,1
206621,0
286709,0
101423,0
226417,0
210207,0
282681,0
59752,1
65875,0
126676,0
291871,0
173338,0
179950,0
21775,1
298720,0
285573,0
222561,0
78626,0
245453,0
124675,0
27365,0
203655,0
95933,0
29756,0
179520,0
230428,0
293245,0
106625,0
184119,0
143438,0
239446,0
104598,0
164771,0
66309,1
79756,0
299469,0
251366,0
244708,0
277893,0
113929,1
290882,0
256170,0
273098,0
278166,0
149656,0
17993,0
185364,0
83786,0
111393,0
13118,0
154472,0
36565,0
7349,0
303397,0
256388,0
90904,0
54918,0
289489,0
110270,0
146413,0
295752,0
133424,0
4706,0
220172,0
275453,0
78347,0
298963,0
184281,0
75690,0
175287,0
147683,0
249714,0
15661,0
184069,1
13712,0
86731,0
102550,1
4534,0
205183,0
115892,0
71744,0
159124,0
36253,0
144552,0
204723,0
156771,0
138246,0
121845,0
160418,0
120331,0
134000,0
211607,0
24783,0
288437,0
263091,0
301910,1
2625,0
130619,0
140912,0
204030,0
207245,1
168994,0
121274,0
204188,0
149575,0
115159,0
289035,0
166910,0
235585,0
38187,0
295269,0
43177,0
298494,0
126554,0
295984,0
129997,0
46212,0
271122,0
165091,0
282105,0
291191,0
248190,0
200510,0
284709,0
180518,0
39559,0
119154,0
132073,1
27814,0
91458,0
83220,0
115368,0
57677,0
208670,0
153405,0
208299,0
107941,1
175305,0
169087,0
183074,0
127906,0
13514,0
152145,0
5921,1
792,0
306236,0
243210,0
228850,0
4758,0
174501,0
87645,0
303523,0
15350,0
88331,0
29576,0
47583,0
261899,0
194220,0
169675,0
134510,0
95672,1
128170,0
71000,0
37194,0
46402,0
137022,0
127012,0
189872,0
36546,0
120680,0
171937,0
305018,1
57920,0
91156,0
138204,0
47295,0
182912,0
125045,0
254181,0
236273,0
225308,0
215963,0
7590,0
87676,0
125707,0
92722,0
136984,0
89921,0
139411,0
97182,0
200053,0
192987,0
30368,0
183161,0
95404,0
39224,0
256311,0
12797,0
84335,0
23868,0
133780,0
130909,0
67757,0
231147,0
234076,0
246509,0
157408,0
109688,0
98666,0
299902,0
102014,0
285776,0
58043,0
172765,0
278908,0
303992,0
98457,0
200857,0
20802,0
234396,0
240699,0
291597,0
110304,0
82241,0
141288,0
275619,1
244431,0
225483,1
215032,0
190210,0
45553,0
140205,0
158852,0
90313,0
110510,0
273730,0
30920,0
153550,0
189394,0
142158,0
123470,0
141770,0
94312,0
79288,0
183993,0
100740,0
11832,0
201001,0
96665,0
180896,0
291769,0
77630,0
19490,0
69705,0
102843,0
140758,0
46601,0
125503,0
104649,0
94908,0
36639,0
63023,0
61344,0
75693,0
25952,0
202448,0
295940,0
4240,0
105480,0
176245,0
192057,0
293407,0
305353,0
11123,0
78565,0
115240,0
272649,0
720,0
228754,0
199183,0
206414,0
195352,0
168801,0
179033,0
290722,0
156809,0
202449,0
46000,0
229921,0
157237,0
222198,0
31552,0
109762,0
152772,0
30715,1
55289,0
108343,0
159564,0
154645,0
11885,0
47824,0
146894,0
245324,0
24386,0
230189,0
127110,0
62142,0
66013,0
279190,0
48922,0
127286,0
180737,1
259622,0
100712,0
192336,0
237066,0
14384,0
141043,1
212081,0
302306,0
73049,0
261442,0
61955,0
63805,0
297855,1
10918,0
236254,0
241122,0
298581,0
93220,0
51109,0
255677,0
102206,1
3953,0
129588,0
185942,0
26643,0
117952,0
90639,0
77673,0
50710,0
235139,0
240852,0
166786,0
200361,0
282580,0
242642,0
91955,0
105988,1
118454,0
139049,0
61472,0
158692,0
91269,0
179997,0
59469,0
27729,0
53113,0
209747,0
46893,0
32212,0
169922,0
97383,0
96993,0
194937,0
65492,0
179134,0
293504,0
106941,0
222787,0
290165,0
248281,0
16691,0
288086,0
128402,0
98768,0
239079,0
263845,0
307296,0
177130,0
195732,0
149276,0
173179,0
252450,0
234618,0
40188,0
208402,0
229387,0
172860,0
267094,0
65557,0
233097,0
240007,0
204607,0
18736,1
227519,0
84605,0
299414,0
4261,0
290210,0
199402,0
228306,1
233109,0
155652,0
147774,0
38555,1
156579,0
281738,0
212405,0
198056,1
261585,0
147449,0
52496,0
49068,0
25541,0
243131,0
279222,0
278433,0
113264,0
230705,0
39484,0
86730,0
125451,0
154915,0
7350,0
62754,1
114973,0
11860,0
303594,1
58988,0
50007,0
97565,0
100998,0
81281,0
256406,1
172469,0
239767,0
24656,0
165422,0
110102,0
132186,0
90732,0
194542,0
107653,1
50726,0
206356,0
292840,0
957,0
130394,0
154796,1
240951,0
124454,0
231366,0
75706,0
296968,0
26066,0
282792,0
130324,0
197578,0
283284,0
166901,0
185553,0
284471,0
105674,0
223146,0
133026,0
300438,0
231126,0
159627,0
21270,0
98114,0
276084,0
25558,1
148279,0
224825,0
241584,0
304360,0
1627,0
249013,0
8001,0
107225,0
7168,0
83356,0
248336,1
174988,0
147617,0
306983,0
171220,0
275894,0
259801,0
136641,0
202074,0
16965,0
66238,0
107279,0
63729,0
56370,0
258379,0
114433,0
33736,0
194483,0
87259,0
53226,0
222444,0
217040,0
178223,0
164305,1
254222,0
93147,0
151559,0
281639,0
105246,0
169638,0
63872,0
92587,1
268642,0
88780,0
259994,0
24759,0
197000,0
66505,0
119361,0
304392,0
173168,0
155126,0
262565,0
7463,0
162015,0
98792,0
177203,0
60449,0
274210,0
166666,0
78331,0
174277,0
165586,0
2470,1
172359,0
295606,1
262738,0
172754,0
110233,0
62997,0
50478,0
199763,0
152664,0
252667,0
169591,0
106738,0
241208,0
11871,0
82939,0
290055,0
305520,0
253388,0
97919,0
267273,0
31045,0
244255,0
153165,0
242088,1
139891,0
73971,0
213248,0
182329,0
70498,0
59784,0
156889,0
273931,0
212334,0
210105,0
159560,0
92170,0
219509,0
182843,0
216489,1
306330,0
206671,0
280864,0
228464,0
283391,1
293448,0
96839,0
88262,1
211979,0
224905,0
191364,1
251668,0
237675,0
172218,1
12104,0
164799,0
300637,0
136569,0
81844,0
271712,0
80580,0
214424,0
283515,0
252871,0
88935,0
228260,0
189736,0
39423,0
185104,0
106967,0
80368,0
88130,0
49426,1
231223,0
167624,1
37519,0
182594,0
160157,0
21408,0
90430,0
246518,0
109892,1
270085,0
136706,0
60966,0
268904,0
127644,0
28957,0
226127,0
279724,0
86416,0
213024,1
248465,0
87409,0
98089,0
43155,0
171836,0
186371,0
256263,0
120874,0
304660,0
25494,1
48142,0
170264,0
151047,0
277782,0
288174,0
200370,0
204691,0
139493,0
284615,1
30461,0
45659,0
137501,0
268172,0
49018,0
283959,0
293797,0
80587,0
62742,0
128344,0
223387,0
189326,0
13204,0
179427,0
21639,0
83229,0
193096,0
138486,0
22084,0
301453,0
100976,0
86664,0
279074,0
36530,0
255249,0
173264,0
267046,0
1791,0
70092,0
243796,0
12510,0
218283,0
45158,0
227942,1
255579,0
29766,0
242778,0
270796,0
288981,0
147197,0
88955,0
130260,0
158717,0
15744,1
197003,0
293340,0
121606,0
42468,1
307067,0
287460,0
47112,0
204219,0
21007,0
108092,0
128964,0
79033,0
252648,0
263561,0
292140,0
23119,0
8207,0
149699,0
133522,0
209066,0
147989,0
148055,0
222340,1
147842,0
242697,0
208962,0
65671,0
258848,0
289704,0
73153,0
114193,0
266002,1
141624,1
162589,0
193656,0
259382,0
91847,0
246,1
140232,0
301379,0
160965,0
37830,0
8892,0
37400,0
14417,0
55501,0
46405,0
145615,0
205301,0
204938,0
86838,0
291822,0
81892,0
202371,0
76463,0
202044,0
119399,0
35312,0
2583,0
66997,0
210559,0
111280,0
47993,0
276327,0
138765,0
256605,0
242403,0
270283,0
300124,0
133139,0
73931,0
277936,0
150972,0
266700,0
30147,0
283981,0
224283,0
19033,0
147242,0
119190,0
10193,1
197824,0
20774,0
249934,1
174561,0
303561,0
278909,0
278405,0
146318,0
297944,0
35440,0
30369,0
220876,0
130724,0
209988,0
130885,0
6222,0
275924,0
199129,0
125808,0
38238,0
11177,1
116360,0
272157,0
178096,0
182447,0
47128,0
69786,0
59030,0
49022,0
79070,0
24288,0
250708,1
199673,0
141120,0
9681,0
166080,0
218316,0
165836,0
71408,0
218027,0
22599,0
211992,1
197545,1
229967,0
303454,0
98862,0
115009,1
9727,0
53077,0
33881,1
213797,0
150387,0
52807,0
283502,0
214158,0
272642,0
9291,0
83451,0
220204,0
274553,1
169069,0
222728,1
192711,0
130706,0
188763,0
262918,0
24169,0
278647,0
242067,0
295424,0
187303,0
85986,0
297686,0
248554,0
94529,0
93516,0
169538,0
189826,0
246658,1
223322,0
80691,0
130328,0
291908,0
159190,0
290886,0
60367,0
47137,0
182186,1
191443,0
302297,0
283161,0
273495,0
169443,0
85387,0
150425,0
287225,0
77790,0
34171,0
163467,0
7115,0
122449,0
171072,0
116931,0
212178,0
237910,0
306370,0
164049,0
73797,1
50720,0
236653,0
296380,0
45342,0
28973,0
18019,0
10464,0
124291,0
297420,0
34658,0
120782,0
153718,0
146807,0
117466,0
307318,0
132329,0
19022,0
79842,1
216691,0
197913,0
225390,0
167276,0
68887,0
174799,0
254949,0
14089,0
35055,0
228432,0
236987,0
169774,0
182270,0
91944,1
264163,0
75701,0
16597,0
19698,0
153593,0
205090,0
47744,0
32678,0
5950,0
157491,1
40764,0
258150,0
244100,0
243078,0
170071,0
185686,0
286515,0
30195,0
146977,0
177007,0
31872,1
123162,0
96251,0
115698,0
267135,0
128625,0
123429,0
267164,1
65020,0
125848,0
162736,0
298799,0
46241,0
144451,0
208508,0
93130,0
105088,0
240182,0
217290,0
139453,0
70430,0
148335,0
258985,1
220847,0
169669,0
303606,0
149007,0
30734,0
200459,0
267471,0
92006,0
269308,0
240089,0
211554,0
293843,0
259117,0
9142,1
215588,0
166594,0
97806,1
17902,0
97248,0
80467,0
118233,0
239598,1
95082,0
102763,1
109591,1
73814,1
204908,0
198983,0
183062,0
70248,0
209865,0
170966,0
277870,0
226509,0
8099,0
225665,0
62983,0
302280,0
193842,0
193565,1
239356,0
267170,0
247764,0
182050,0
75434,0
63656,0
235975,0
195084,0
240520,0
298964,0
197577,0
212759,0
42230,0
286736,0
230613,0
256684,0
282495,1
172988,0
226209,0
179046,0
52736,0
204447,0
103849,0
60302,0
134958,0
113033,0
31308,1
158491,1
186235,0
254623,0
267146,0
295036,0
269875,0
87703,0
108284,0
248669,0
296595,0
25240,0
126228,0
237285,0
41965,0
48704,0
48402,0
3302,0
146475,0
83270,0
44961,0
227777,0
302648,1
21636,0
293714,0
57379,1
152883,0
207510,0
50578,0
123968,0
75269,0
286233,0
89883,0
157379,0
188971,0
211055,0
121990,1
172646,0
177873,0
215842,0
196752,0
93335,0
287014,1
289410,0
45322,0
140286,1
200895,0
295480,0
18071,0
296343,0
201132,1
256989,1
241668,0
27997,0
197263,0
261632,0
11600,0
189680,0
47356,0
149254,0
73145,1
217311,0
269479,0
184605,0
21603,0
274568,0
229902,0
155914,0
274128,0
251947,0
262256,0
235485,0
160650,0
55986,0
218055,0
181802,0
254850,0
306316,0
25115,0
108938,0
22543,0
183068,0
113177,0
116824,0
242722,0
66634,0
20342,0
160142,0
86647,0
92141,0
73701,0
58341,0
150234,0
261893,0
295541,0
88157,0
200360,0
162947,0
218297,0
96616,0
149704,0
45355,0
213757,1
4762,0
120961,0
306091,0
203196,0
22722,0
26403,1
280003,0
77786,0
53338,0
210204,0
109390,0
251531,0
283676,1
221006,0
191136,0
183718,0
302975,0
302096,0
244360,0
9897,0
153026,0
185454,0
118824,0
252372,0
70738,0
174750,0
180408,0
86714,0
76718,1
305903,0
258506,0
215198,0
89275,0
47937,0
9143,0
173365,0
122544,1
248166,0
56458,0
248715,0
18950,0
231627,0
271256,0
110573,0
136929,0
35804,0
14831,0
148675,1
164841,0
9777,0
2670,0
265409,1
45069,0
46305,0
148061,1
120949,0
137685,0
249716,0
18705,0
178348,0
301037,0
94543,0
86165,0
218213,0
20514,0
55832,0
281476,0
305645,0
250398,0
38826,0
151200,0
51417,0
170371,0
122807,0
216971,0
271542,0
216995,1
220844,0
158755,0
282868,0
166453,0
228028,0
134543,0
279914,0
145684,1
270684,0
243457,0
711,0
12477,0
38894,1
171619,0
155918,0
229142,0
266338,0
36463,0
78966,0
131314,0
103717,0
128444,0
59017,0
94506,0
43510,0
5951,0
63248,0
306454,0
221729,0
240513,0
110528,0
93831,0
43108,0
185025,0
167092,0
242273,0
63211,1
169586,0
282018,0
219454,0
2117,1
76297,0
181404,0
262514,0
219079,0
202401,0
47555,0
124840,0
247586,0
198092,0
56343,0
282587,0
240841,0
130366,0
38083,0
241801,0
209814,0
92124,0
47777,0
186763,0
99663,0
254180,0
147541,0
290642,0
246025,0
115711,1
11429,0
187793,0
222597,0
15226,0
101325,0
159400,0
166789,0
208829,0
260060,0
177610,0
137396,1
20541,0
119742,0
11849,0
71741,0
76364,0
34067,1
80657,0
150344,1
87305,0
227774,1
121016,0
15584,1
178014,0
136596,0
77891,0
228602,0
247152,0
232202,0
188441,0
58523,0
210433,0
289327,0
92824,0
227498,0
101271,0
27193,0
190363,0
229894,0
234003,0
220652,0
144416,0
258402,0
175241,0
278555,0
162101,0
154744,0
248049,0
128268,0
26527,0
195403,0
176791,0
26182,0
262556,0
177430,0
221498,0
164557,0
121032,0
75904,0
39218,0
66798,0
103816,0
55779,0
300989,1
177108,0
10780,0
196565,0
71161,0
102522,0
217931,0
147363,0
281879,0
251314,0
288512,0
299099,0
270772,0
102057,0
143226,0
275724,0
219701,0
222046,0
51542,0
157263,0
198513,0
52126,0
68119,0
259331,0
36267,0
38313,0
254341,0
140058,1
134530,0
129529,0
269196,1
193210,0
198856,0
41020,0
78690,0
9156,0
261486,1
103922,0
68953,0
20222,0
52980,0
106328,0
38271,0
118457,1
198731,0
179125,0
56063,0
100914,0
119070,0
267853,0
535,0
45021,1
284478,0
242547,0
288071,0
222118,0
170733,0
186703,0
224336,0
151114,0
122100,0
259056,0
227995,0
181461,0
158155,0
278487,0
241728,0
155864,0
63178,0
299829,0
98800,0
117585,0
230508,0
94800,0
219165,0
213901,1
13869,0
136372,0
69972,0
255918,0
21671,0
210270,0
35769,0
299333,0
231490,0
12037,0
39368,0
226250,0
231641,0
101717,0
72689,0
116464,0
228310,0
241987,0
34483,0
139818,0
211146,0
253665,0
123458,1
157401,1
163833,1
168814,1
150179,0
134638,0
125903,0
238390,0
125191,0
155152,0
258349,0
72312,0
130780,0
282266,0
94298,0
187134,0
155486,0
69472,0
177173,0
114669,0
71815,0
259414,0
25444,0
132019,0
18731,1
139646,0
86188,0
58630,1
139386,0
171500,0
89098,0
139074,0
57460,0
126320,0
191029,0
142744,0
23698,0
23257,0
239534,0
78598,0
215316,0
87013,0
197331,0
161632,0
302116,0
189019,0
231419,0
85795,0
9090,0
47079,1
61904,0
8061,0
196934,0
49026,0
8414,0
662,0
243636,0
194497,0
48054,0
36824,0
119840,0
221104,0
289210,0
120092,0
8610,0
56968,0
240448,0
257444,0
210361,0
307496,0
217433,0
111565,0
144549,0
153079,0
273122,0
231481,0
174459,0
204688,0
188429,0
102590,1
42499,1
91181,0
164207,0
148515,0
296671,1
146098,1
222851,0
67730,0
157700,0
96984,0
187199,0
256628,0
171087,0
12560,0
101420,0
188616,0
168804,0
160342,0
268058,0
77189,1
15490,0
136489,0
261335,0
288862,0
147291,0
221406,0
16224,0
93129,0
181528,0
69316,0
14645,0
24869,0
157496,0
126405,0
124266,0
241131,0
215358,0
278435,0
160053,1
168350,0
68656,0
249761,0
123164,0
285798,0
67526,0
33199,0
163621,1
76656,0
294418,0
294425,0
103108,0
188714,1
188860,0
222001,0
209539,0
96402,0
46763,0
75451,0
287113,1
32946,1
279638,0
247191,0
293078,0
216695,0
179456,0
183211,1
64241,0
108902,0
161517,0
26637,0
36904,0
156379,0
182364,0
255047,0
122867,0
63583,1
202865,0
273423,0
303300,0
14466,0
16394,0
51961,0
49819,0
187109,0
151845,0
302715,0
122413,0
183439,0
19193,0
300230,0
253706,0
251559,0
216692,0
239169,0
128612,1
47662,0
120719,0
250526,0
199654,0
256408,0
100317,0
228472,0
83273,0
61898,0
99537,0
78259,0
188372,0
177143,0
65198,0
89763,0
11483,0
104479,0
246966,0
245858,0
45327,0
300541,0
293514,0
197832,0
41632,0
141139,0
197698,0
135357,0
131444,0
82348,0
256603,0
71570,0
1019,0
237864,0
185047,0
202160,0
151893,0
37254,0
301531,0
116641,0
219819,0
22010,0
265075,0
159982,0
276810,0
253883,0
269039,0
33975,0
134581,0
104951,0
161257,0
71711,0
140633,0
27998,0
290268,1
242356,0
183479,0
232046,0
262217,0
9023,0
25096,0
195623,0
259485,0
142250,0
302882,1
107627,0
249855,0
15673,0
112485,1
67176,0
141595,0
21474,0
212651,0
286534,0
52919,0
209815,0
270318,0
51589,0
292216,0
288732,0
224853,0
15231,1
157238,0
287542,0
236284,0
23786,0
307180,0
256534,0
23669,0
13534,0
42152,0
262943,1
274096,0
81085,0
269469,0
240938,0
260049,0
289666,0
180733,0
264964,0
195884,0
255982,0
176349,0
216342,0
30202,0
301660,0
78463,0
46353,0
124101,0
209253,0
202016,0
162731,0
273208,0
83151,0
187890,1
42622,0
3496,0
299617,0
178924,1
280174,0
255886,0
187637,1
58709,0
153356,0
183829,0
82681,1
227602,1
16055,0
13090,0
207316,1
279845,0
49833,0
270916,0
228841,0
6868,0
208866,0
229738,0
208945,0
55502,0
78390,0
273013,0
25423,0
91424,0
103017,0
277623,0
261446,0
17579,0
203366,0
181204,0
140417,0
308,0
235936,0
78504,0
266478,0
138278,0
31453,0
291340,0
45190,0
194866,0
139857,0
24138,0
67848,0
129240,0
80555,0
127261,0
188622,0
177959,0
94895,0
158709,1
150406,0
175429,0
17232,0
284424,0
137511,0
20361,0
219866,0
193282,0
130620,0
290433,0
142099,1
96187,0
282031,0
118882,0
19038,0
293367,0
306744,0
177582,0
212723,0
154283,0
30615,0
277161,0
240760,1
26839,0
20037,0
151765,0
185412,0
303159,0
12635,0
110064,0
195644,0
118141,0
42735,0
218877,0
202617,0
238153,0
242852,0
111110,0
59429,1
214301,0
232445,0
10436,0
290097,0
292781,0
100400,0
213959,0
58286,0
280934,0
100519,1
8365,0
103037,0
222572,0
46355,0
227454,0
211422,0
213492,0
92306,0
297493,0
225327,0
155067,0
267811,0
209949,0
174495,0
176229,1
13266,0
169233,0
306497,0
284398,0
234406,0
95987,0
193607,0
295886,0
265431,0
141570,0
200871,0
185503,0
258646,0
2337,0
268188,0
105629,0
289086,0
229175,0
6186,0
126869,1
212747,0
279715,0
230910,0
239738,0
217615,0
78171,0
251572,0
293586,0
148943,0
16565,0
193802,1
213627,1
50510,0
159216,1
81799,0
124284,1
277909,0
264880,0
8290,0
16037,0
165501,0
241233,0
1129,0
203037,0
221239,0
136665,0
76684,0
284211,0
298009,1
53451,0
108852,0
113730,0
242097,0
171164,0
29693,0
7743,0
262616,0
138496,0
100325,0
246214,0
104792,0
252039,0
73468,1
199186,0
48874,0
150778,0
5630,0
18977,0
179714,0
37786,0
304574,0
95956,0
1174,0
149715,0
142135,0
11830,0
97730,0
284198,0
86985,0
208813,1
91289,0
71693,0
54176,0
59235,0
174751,0
258999,0
164624,0
224140,0
274420,0
202039,0
87291,0
305612,0
263755,1
171258,1
207108,0
146493,0
106561,0
104665,0
133688,0
34888,0
302587,0
270,0
104340,0
146954,0
189890,0
43235,0
81296,0
60136,1
261027,0
7679,0
186478,0
216351,0
140047,0
114648,0
19981,0
150042,0
112401,0
203916,0
17808,0
97781,0
38484,0
204142,0
172421,0
219052,0
289200,0
101853,0
185839,0
176983,0
216589,0
49948,0
34936,0
263636,0
155414,0
278706,0
98927,0
76734,1
277821,0
153876,0
134922,1
287135,0
303168,0
129014,0
241918,0
194469,0
169402,0
220541,0
116767,0
137201,0
285335,0
260952,0
120945,0
152242,0
56909,1
152457,0
30426,0
51907,0
163516,0
144543,0
238235,0
107662,0
2828,0
94320,0
89779,0
242688,0
261827,0
74519,0
28082,0
38845,0
105258,0
81162,0
72712,0
134395,0
126671,0
112580,0
93066,1
3811,0
278397,0
10405,0
201081,0
159085,0
289706,0
307206,0
257840,0
19198,0
196162,0
63050,0
244451,0
223003,0
99876,0
140193,0
45218,0
287641,0
204479,0
175861,0
267782,0
35564,0
140856,0
186455,0
221918,0
260879,0
290507,0
177488,0
86928,0
29264,0
250988,0
544,0
242982,0
41344,0
95338,0
285778,0
3848,0
93625,0
237597,0
116108,0
43420,0
175512,0
229941,0
177752,0
109651,0
133474,0
300704,0
98248,0
306912,0
200362,0
104146,0
186798,0
179281,0
212898,0
279892,0
17612,0
214152,1
96071,0
48607,1
31172,0
203746,0
37828,0
11109,0
163099,0
195287,0
40879,0
42574,0
135643,1
97852,1
232853,0
206947,0
77137,0
112376,0
31535,0
59449,0
126074,0
27284,0
239455,0
90183,0
55705,0
126728,0
191711,1
171210,0
300418,0
207276,1
145985,0
297872,0
128944,1
48499,0
191391,1
253151,0
259545,0
283370,1
72607,0
162247,0
93165,0
1115,0
257103,1
29478,0
250255,0
201228,0
105338,0
191179,0
888,0
125893,0
20215,0
82057,0
159228,0
46146,0
241343,0
297348,0
227887,0
153873,0
22970,0
211663,0
185037,0
249139,0
3674,0
42256,0
122155,0
33032,0
259692,0
210797,0
201425,0
124741,0
734,0
98974,0
272067,0
83042,0
200920,0
259643,0
40200,0
124970,0
304399,0
43443,0
153871,0
135209,0
255911,0
296737,0
22642,0
60911,0
301794,0
235234,0
93213,0
5532,1
19886,0
266866,0
91936,0
147509,1
135306,0
13751,0
79005,0
155023,0
141558,0
175600,0
33385,0
291075,0
285926,0
210408,0
48800,0
263400,0
233485,0
146874,0
245856,0
197769,0
259853,0
228815,0
142582,1
274491,0
119665,0
100201,0
303600,0
295180,0
51318,0
128760,1
49277,0
257073,1
164755,0
298427,1
267144,0
56681,0
47753,0
36769,0
166960,0
92826,0
226336,0
170614,0
1882,0
12912,0
178104,1
31249,0
33281,0
51785,1
101734,0
155404,0
128075,0
100764,0
117161,1
294468,0
229151,0
304033,0
191441,0
283477,0
93111,0
301199,1
218695,0
160140,0
72469,0
247532,0
270358,0
258790,0
4042,0
195831,0
181951,0
25020,0
89524,0
150862,0
94308,0
218147,0
48611,0
55783,0
107192,0
298169,0
243771,0
87280,0
108285,0
47853,0
125802,0
238267,0
26888,0
178867,0
275957,0
201994,0
223966,0
157914,0
242053,0
267310,1
144540,0
169663,0
243341,0
92443,0
219987,0
127667,0
307283,0
113068,0
234922,0
38282,0
143388,0
120518,0
98419,0
170732,0
230414,0
194664,0
276541,0
211145,0
163081,0
192384,0
120952,0
160211,0
64467,0
279666,0
1032,0
298020,0
231021,0
145128,0
289102,0
298841,0
130500,0
275690,0
82448,0
122986,0
296942,0
188981,0
283240,0
283363,1
117506,0
279095,0
224486,1
253992,0
154316,0
215489,0
77087,0
178027,0
203820,0
186013,0
264525,1
61469,0
156568,0
93880,0
218424,0
6064,0
78845,0
152248,0
259229,1
132057,0
163956,0
106641,0
174371,0
3905,0
290945,0
246447,0
216716,1
285269,0
184669,0
283063,0
123875,0
78376,0
304289,0
209209,1
174933,0
83250,1
107104,1
260192,0
78540,0
116101,0
148562,0
253466,0
107227,0
207386,0
175351,0
205450,0
208590,0
5005,0
247704,0
283705,0
137367,0
71591,0
103329,0
72446,1
127739,0
110073,0
217788,0
171907,0
295687,0
45785,0
112782,0
73040,0
18225,0
293666,0
104060,0
43834,0
195848,0
145394,0
297859,1
221793,0
137815,0
88387,1
293612,1
156850,0
25148,0
278841,0
138702,0
75098,0
268511,0
237496,0
169261,0
226914,1
66484,0
6704,0
86908,0
266657,0
236601,0
255131,0
79843,0
157724,0
79338,0
212061,0
186453,0
265245,0
286512,0
106142,0
154011,0
224348,0
13901,0
150098,0
240850,0
275683,0
101706,0
157409,0
204683,1
129725,0
158136,0
88084,0
165589,0
175407,0
78252,0
236083,0
56461,0
52305,0
263348,0
255070,0
68980,0
107876,0
279646,0
34263,0
113443,0
227084,0
253516,0
226268,0
236209,0
125411,0
35331,0
243616,0
168500,0
284954,0
270803,0
107665,0
217288,0
282630,0
18808,0
54689,0
135384,0
210982,0
73015,1
246791,0
114823,0
227624,0
306528,0
12993,0
179029,0
34909,0
98173,0
214843,0
97595,0
135913,0
42919,0
161820,0
213281,0
185178,0
44425,0
114445,0
128545,0
172103,0
42987,0
233933,0
163672,0
13905,1
105596,0
41142,0
249608,0
125094,0
210933,0
277069,0
158577,0
86824,0
174049,0
173050,0
143316,0
225701,0
36575,0
101793,0
111019,0
297242,0
90946,0
40955,0
17941,0
227506,0
91050,0
121397,0
153454,0
178895,0
226516,0
219471,0
91796,0
169148,0
73745,0
60112,0
168515,0
281015,0
96951,0
106218,1
127744,0
239703,0
52213,0
185487,0
74476,0
36261,0
75814,0
33095,1
160983,0
4374,1
101593,0
200594,0
24439,0
204263,0
253067,0
398,0
188802,0
201413,0
19837,0
200556,0
221393,0
239069,0
20797,0
105828,0
260618,0
123148,0
240892,0
155801,0
281022,0
247723,0
27863,0
113785,0
204327,0
13437,1
786,0
77377,0
5752,0
48969,0
233406,0
303421,0
276511,0
204591,0
82344,0
158885,0
75490,0
205180,0
131225,0
29968,0
268705,1
256135,0
83932,0
126173,0
14866,0
267696,0
82632,0
256428,0
222061,0
179496,0
120922,0
174415,0
230457,0
129708,0
94039,0
277875,0
171516,0
107428,0
75411,0
120029,1
190631,0
173282,0
106623,0
120813,0
280714,0
45816,0
69782,0
136961,0
54670,0
180425,0
264002,0
8968,0
